gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
MS2168,2510 14TH STREET,GULFPORT,MS,39501-1947,30.36819,-89.093443,5655052,179797,9869,5.49,221109.81,22.4,1.66,0
IN1784,606 VETERANS DRIVE,VINCENNES,IN,47591-6346,38.664078,-87.507297,8037801,8600,8600,100,221082.48,25.71,10.32,0.32
GA2415,81 UPPER RIVERDALE ROAD,RIVERDALE,GA,30274-2627,33.5772557,-84.3918587,434454,41400,9200,22.22,221064.03,24.03,7.5,2.5
MO1946,2600 KANELL BOULEVARD,POPLAR BLUFF,MO,63901-3001,36.766791,-90.435659,7973560,10000,9738,97.38,220989.1,22.69,3.43,0.43
FL3187,7915 BAYMEADOWS WAY,JACKSONVILLE,FL,32256-7517,30.227105,-81.580985,815893,35557,8399,23.62,220905.46,26.3,1.24,1.24
OH2402,273 STADIUM DRIVE,DEFIANCE,OH,43512-4604,41.30181,-84.349278,GSA,8420,8420,100,220763.15,26.22,9.77,7.77
MO1649,4365 CHIPPEWA,ST. LOUIS,MO,63116-1606,38.5906,-90.265466,7950831,10199,10199,100,220755.22,21.64,1.16,0
VA0731,13551 WATERFORD PLACE,MIDLOTHIAN,VA,23112-3928,37.451895,-77.648794,5974197,10141,10141,100,220737.66,21.77,3.58,3.58
AZ7383,400 E VAN BUREN STREET,PHOENIX,AZ,85004-2223,33.451464,-112.068712,224574,326000,5892,1.81,220568.16,37.44,6.65,1.65
IN1787,515 WEST PATTERSON DRIVE,BLOOMINGTON,IN,47403-4817,39.15326526,-86.54053282,8294527,10103,10103,100,220504.07,21.83,14.04,4.04
TX2588,702 DENMAN AVENUE,LUFKIN,TX,75901-4878,31.329305,-94.720522,5785956,12804,12804,100,220500.61,17.22,7.68,2.68
MD1099,7556 TEAGUE RD,HANOVER,MD,21076-1213,39.1548286,-76.716633,GSA,140608,8788,6.25,220433.94,25.08,9.4,4.4
IL2604,1 OAKBROOK TERRACE,OAKBROOK TERRACE,IL,60181-4449,41.846514,-87.981386,204310,161373,7346,4.55,220425.44,30.01,8.59,3.58
WA7874,1331 BROADWAY,TACOMA,WA,98402-3410,47.249816,-122.439329,470951,44000,9200,20.91,220328.38,23.95,1.43,0
WI1641,4120 OAKWOOD HILLS PARKWAY,EAU CLAIRE,WI,54701-7497,44.772522,-91.445886,GSA,12876,12876,100,220308.36,17.11,7.84,2.84
NH6131,59 CHENNEL DRIVE,CONCORD,NH,03301-8548,43.208231,-71.494215,6505479,12470,8349,66.95,219760.65,26.32,6.96,1.95
TX2481,350 PINE ST,BEAUMONT,TX,77701-2437,30.08537,-94.097807,1373978,425198,10051,2.36,219714.86,21.86,9.34,4.34
PA0774,80 REGINA DRIVE,CRANBERRY,PA,16319-3144,41.349152,-79.716207,6133361,24000,7722,32.18,219609.18,28.44,2.12,2.12
MA5633,100 CONCORD ST,FRAMINGHAM,MA,01702-8328,42.278715,-71.416764,218984,39260,8122,20.69,219294,27,0.43,0
NJ5048,1710 ROUTE 38,MT HOLLY,NJ,08060-2218,39.980903,-74.77329,923733,150000,9214,6.14,219146.69,23.78,1.84,0
NJ4627,111 POVONIA AVE,JERSEY CITY,NJ,07310-1755,40.7266485,-74.0343454,166344,480000,5700,1.19,218805.39,38.39,4.05,0
TX2663,221 SOUTH 45TH STREET,CORSICANA,TX,75110-3830,32.070006,-96.502792,7043100,8008,8008,100,218749.89,27.32,10.42,5.42
OH2220,1050 HOSPITAL DRIVE,BATAVIA,OH,45103-1994,39.082317,-84.151844,5623076,7322,7322,100,218723.6,29.87,8.51,0
IN1822,7409 EAGLE CREST BOULEVARD,EVANSVILLE,IN,47715-8162,37.975579,-87.461564,1382882,16137,8674,53.75,218541.58,25.2,6.08,1.08
TX2696,8037 LOCKHEED DR,EL PASO,TX,79925-2400,31.791931,-106.380873,5664683,55060,10704,19.44,217981.5,20.36,8.59,3.59
FL3278,1001 EAST BUSINESS HWY 98,PANAMA CITY,FL,32401-3632,30.162062,-85.6486251,GSA,21862,7280,33.3,217964.26,29.94,8.35,3.34
VA0707,13351 RIVERSIDE DRIVE,OAKWOOD,VA,24631-8890,37.218907,-81.984154,GSA,8676,8676,100,217941.17,25.12,2.69,2.69
GA2198,303 ISABELLA STREET,WAYCROSS,GA,31501-3600,31.211368,-82.358468,GSA,14206,14206,100,217761.75,15.33,0.34,0.34
WY1331,521 PROGRESS CIRCLE,CHEYENNE,WY,82007-9660,41.108245,-104.801381,GSA,17002,9521,56,217654.8,22.86,19.18,9.17
CA7858,5051 VERDUGO WAY,CAMARILLO,CA,93102-8680,34.215357,-119.003707,1055409,51354,5121,9.97,217465.3,42.47,6.46,1.46
IL2338,101 S. COUNTRY FAIR DR.,CHAMPAIGN,IL,61821-2931,40.116026,-88.281711,GSA,9809,9809,100,217305.36,22.15,3.97,0
FL3182,750 SW 34 TH ST,FORT LAUDERDALE,FL,33315-3632,26.081636,-80.150788,431458,61315,11310,18.45,217280.17,19.21,0.5,0.5
GA2131,2630 MLK JR DRIVE,ATLANTA,GA,30311-1605,33.753627,-84.472988,GSA,57637,9683,16.8,217196.41,22.43,3.16,0
NY7499,111 GENESEE STREET,BUFFALO,NY,14203-1575,42.889762,-78.869796,7691084,60000,11462,19.1,217109,18.94,8.59,3.59
WA7870,949 MARKET ST,TACOMA,WA,98402-3616,47.25465,-122.441881,,52500,10822,20.61,217026.36,20.05,1.58,0
NY7052,27 PENNSYLVANIA AVENUE,NEW YORK-KINGS,NY,11207-2430,40.677444,-73.897267,5622941,8625,8625,100,217000,25.16,0.61,0.61
IN1770,2535 ARNOLD STREET,COLUMBUS,IN,47203-1748,39.253853,-85.895597,GSA,9728,9728,100,216944,22.3,9.81,9.81
FL2950,85960 US HWY 1,ISLAMORADA,FL,33036-3301,24.953703,-80.584205,7398671,15809,5570,35.23,216926,38.95,0.33,0
MS2277,211 GAY STREET,MCCOMB,MS,39648-3601,31.245605,-90.471932,GSA,6705,6705,100,216836.3,32.34,0,0
RI7125,2 INTERNATIONAL WAY,WARWICK,RI,02886-1706,41.725694,-71.456562,5566979,9754,9754,100,216833.08,22.23,8.76,8.76
OK1216,201 N CENTRAL AVE,IDABEL,OK,74745-3821,33.897459,-94.829372,GSA,16479,16479,100,216555.29,13.14,0,0
OK1487,902 S. GEORGE NIGH EXPRESSWAY,MCALESTER,OK,74501-5812,34.90096,-95.75254,GSA,8511,8511,100,216331.17,25.42,9.15,4.15
WV0192,1027 VIRGINIA STREET,CHARLESTON,WV,25301-2816,38.347569,-81.633978,GSA,15458,15458,100,216159.89,13.98,0.62,0
CA6987,333 WATERMAN,EL CENTRO,CA,92243-2215,32.790025,-115.574104,8013175,7315,7315,100,216044.88,29.53,0.33,0
MA5905,45-47 SPRUCE STREET,CHELSEA,MA,02150-2345,42.393868,-71.041908,GSA,45977,8000,17.4,215995.4,27,5.08,2.08
TX2470,1060 GUADALUPE STREET,KERRVILLE,TX,78028-4920,30.057978,-99.166051,GSA,7580,7580,100,215988.31,28.49,0.12,0.12
TX2523,45 NE LOOP 410,SAN ANTONIO,TX,78216-5832,29.520776,-98.489587,956148,138265,10433,7.55,215928.62,20.7,0.85,0
VA0204,7401 FULLERTON RD,SPRINGFIELD,VA,22153-2802,38.7413815,-77.199376,GSA,103851,14131,13.61,215780.37,15.27,3.84,3.84
MI2101,3100 WEST ROAD,EAST LANSING,MI,48823-6369,42.765193,-84.508362,1119093,27376,10491,38.32,215677.81,20.56,6.67,1.67
WA7566,1145 BROADWAY,TACOMA,WA,98402-3583,47.251719,-122.439733,470973,234264,6163,2.63,215624.35,34.99,2.91,0.4
CA8192,5885 FLIGHTLINE CIRCLE,SACRAMENTO,CA,95837-1111,38.682491,-121.596375,GSA,14605,6134,42,215617.26,35.15,7.08,7.08
PA0540,650 WASHINGTON RD.,MOUNT LEBANON,PA,15228-2702,40.381298,-80.044343,68702,94644,8110,8.57,215601.21,26.58,1.33,1.33
AL2240,1119 GOVERNMENT ST.,MOBILE,AL,36604-2439,30.683992,-88.061106,GSA,17600,8800,50,215557.28,24.5,4.66,0
FL2477,1610 NW 23RD AVE.,GAINESVILLE,FL,32605-3021,29.674008,-82.342725,5623179,12584,12584,100,215393.05,17.12,0.5,0
RI7139,475 KILVERT STREET,WARWICK,RI,02886-1379,41.729201,-71.453196,1079057,150000,9142,6.09,215326.1,23.55,0.94,0.94
VA0368,2000 15TH ST,ARLINGTON,VA,22201-2627,38.890919,-77.082064,137268,193657,6600,3.41,215098.2,32.59,0,0
TN2233,223 ROSA L PARKS BLVD.,NASHVILLE,TN,37203-3513,36.161993,-86.784126,810606,35000,8959,25.6,214969.08,23.99,5.33,0
NJ5097,406 LIPPINCOTT DR,MARLTON,NJ,08053-4168,39.884604,-74.925907,244247,40218,7218,17.95,214959.43,29.78,2.82,2.82
GA2273,400 AIRWAYS AVE.,SAVANNAH,GA,31408-8000,32.137756,-81.226795,,14087,7086,50.3,214950.35,30.33,7.25,7.25
CA8205,400 OYSTER POINT BLVD,SOUTH SAN FRANCISCO,CA,94080-1917,37.665212,-122.384345,333917,231769,7274,3.14,214717.65,29.52,8.88,3.88
AL2235,5475 ACADEMY WAY,BESSEMER,AL,35022-8500,33.342027,-86.948015,GSA,8600,8600,100,214704.29,24.97,5.29,0.29
NM1511,500 S. MAIN ST.,LAS CRUCES,NM,88001-1207,32.305497,-106.777539,6645662,12495,12495,100,214356.9,17.16,0.35,0.35
OR6644,2601 25TH ST SE,SALEM,OR,97302-1151,44.914413,-123.010321,716616,68747,12575,18.29,213941.61,17.01,11.98,6.98
MI2072,2911 EYDE PKY,EAST LANSING,MI,48823-5381,42.716746,-84.458885,1128598,22000,9195,41.8,213871.43,23.26,2.37,0
FL3080,1685 DUNN AVENUE,JACKSONVILLE,FL,32218-4735,30.431534,-81.673795,6242407,11676,11676,100,213670.45,18.3,3.78,0
VT8093,4 LEMNAH DRIVE,ST ALBANS,VT,05478-2326,44.805984,-73.09037,7765414,19270,19200,99.64,213316.09,11.11,2.75,0
WA7961,319 7TH AVE SE,OLYMPIA,WA,98501-1325,47.042614,-122.897906,5570835,18500,6525,35.27,213247.85,32.68,7.76,2.76
LA1377,5304 FLANDERS DR,BATON ROUGE,LA,70808-7206,30.400186,-91.108301,7998852,10485,9844,93.89,213198.99,21.66,4.64,2.14
MI2021,101 FIRST STREET,BAY CITY,MI,48708-5746,43.603153,-83.889007,1221417,35274,9140,25.91,213149.78,23.32,8.42,3.42
CA7392,1778 CARR RD,CALEXICO,CA,92231-9764,32.679857,-115.400646,765182,119500,6515,5.45,213085.04,32.71,4.86,2.24
VA0667,4954 SOUTHPOINT PARKWAY,FREDERICKSBURG,VA,22407-2659,38.233521,-77.500734,GSA,38892,9723,25,212868.05,21.89,1.42,1.42
CA7739,"330 NORTH HARRIS ST., STE 101",HANFORD,CA,93230-3979,36.328303,-119.644378,5627451,11935,6875,57.6,212765.24,30.95,3.45,1.46
MI2067,3001 COOLIDGE ROAD,EAST LANSING,MI,48823-6350,42.76432,-84.503266,1128839,68724,8916,12.97,212683.87,23.85,7.35,2.35
FL3064,545 JOHN KNOX ROAD,TALLAHASSEE,FL,32303-4181,30.473375,-84.289582,5064686,22448,13094,58.33,212623.47,16.24,1.79,0
NY7383,156 BELLEW AVENUE EXTENSION SOUTH,WATERTOWN,NY,13601-2309,43.97478277,-75.93271149,GSA,10000,10000,100,212573.15,21.26,4.04,4.04
MO1968,800 E 101ST TERRACE,KANSAS CITY,MO,64131-5322,38.943329,-94.581931,76064,100488,8560,8.52,212540.32,24.83,5.84,0.84
SD1335,5000 S. BROADBAND LANE,SIOUX FALLS,SD,57108-2260,43.500249,-96.78266,5540084,34000,7896,23.22,212447.9,26.91,10.34,5.25
PA0582,1400 N PROVIDENCE RD,MEDIA,PA,19063-2043,39.935281,-75.39128,295625,100000,8241,8.24,212349.98,25.77,5.12,0.12
WA7767,801 FRUITVALE BLVD,YAKIMA,WA,98902-1467,46.612574,-120.524226,GSA,11600,11600,100,212245.16,18.3,2.14,0
AR1269,2708 EAST D. PARKWAY,RUSSELLVILLE,AR,72801-2412,35.288842,-93.1607456,GSA,9540,9540,100,212193.66,22.24,8.12,3.12
CA8181,3110 E. GUASTI ROAD,ONTARIO,CA,91761-1228,34.066079,-117.583382,766515,99968,11520,11.52,212022.77,18.4,8.84,3.84
MD1033,1125 OPAL COURT,HAGERSTOWN,MD,21740-5934,39.635959,-77.695682,1132685,34429,11525,33.47,211998.39,18.39,2.56,0
LA1425,6129 EGAN HIGHWAY,CROWLEY,LA,70526-0726,30.236416,-92.452251,GSA,11930,11930,100,211834.96,17.76,6.19,1.19
PA0724,1514 CECIL B. MOORE AVENUE,PHILADELPHIA,PA,19121-3411,39.978945,-75.160013,GSA,8811,8811,100,211751.32,24.03,1.07,1.07
PA0745,4314 OLD WILLIAM PENN HIGHWAY,MONROEVILLE,PA,15146-1455,40.442466,-79.775884,61578,38000,11098,29.21,211736.5,19.08,1,0
OH2315,11601 SHAKER BLVD,CLEVELAND,OH,44120-1913,41.484254,-81.602438,GSA,8192,8192,100,211683.22,25.84,4.44,4.44
IL2175,1600-167TH STREET,CALUMET CITY,IL,60409-5457,41.5864961,-87.5589588,145689,33000,8170,24.76,211630.05,25.9,4.17,1.16
SC2065,5900 CORE AVE,NORTH CHARLESTON,SC,29406-6056,32.901485,-80.024071,5393101,53000,10956,20.67,211533.27,19.31,3.04,3.04
IN1796,7800 COLONEL H WEIR,INDIANAPOLIS,IN,46241-8000,39.7147506,-86.2981635,8244660,1222000,4554,0.37,211305.6,46.4,6.59,1.58
AK3300,"3000; 3032 VINTAGE BLVD, R1; R4",JUNEAU,AK,99801-7125,58.37208809,-134.5983233,GSA,16200,6804,42,211232.36,31.05,7.08,2.08
AR1263,4977 OLD GREENWOOD ROAD,FORT SMITH,AR,72903-6906,35.33502622,-94.38884705,6443926,12470,7240,58.06,211063.6,29.15,1.5,1.42
CO2081,8101 E PRENTICE AVE,GREENWOOD VILLAGE,CO,80111-2909,39.6209724,-104.89429,GSA,161435,7087,4.39,211044.01,29.78,9.28,4.28
ME4134,330 CIVIC CENTER DRIVE,AUGUSTA,ME,04330-8035,44.35284,-69.797255,6048629,20800,10500,50.48,210959.37,20.09,1.06,0
AZ7451,8836 NORTH 23RD AVENUE,PHOENIX,AZ,85021-4150,33.565194,-112.108249,228416,34843,10000,28.7,210925.2,21.09,1.72,0
TN2238,2836 SAINT PATRICK COURT,MURFREESBORO,TN,37128-3551,35.838318,-86.447342,8190431,7542,7542,100,210772,27.95,7.03,2.03
DE0054,1105 N. MARKET STREET,WILMINGTON,DE,19801-1216,39.746495,-75.547143,223850,169403,7445,4.39,210764.27,28.31,6.59,1.58
MO1994,3404 W. 10TH STREET,SEDALIA,MO,65301-2241,38.703984,-93.270881,7949252,8117,8117,100,210647.11,25.95,7.45,4.46
WA8027,5200 INDUSTRIAL PL,FERNDALE,WA,98248-7812,48.8287684,-122.55607,GSA,21333,8000,37.5,210634.02,26.33,4.85,4.85
NC2310,2835 CHARLES BLVD.,GREENVILLE,NC,27858-5934,35.57641858,-77.35436734,GSA,12534,12534,100,210595.52,16.8,1.99,0
WV0178,2034 N. VALLEY DRIVE,BECKLEY,WV,25801-3796,37.75733,-81.214032,GSA,27582,10481,38,210586.71,20.09,1.12,0
TN2157,3220 PLAYERS CLUB PARKWAY,MEMPHIS,TN,38125-8844,35.061147,-89.788582,854526,11123,11123,100,210474.07,18.92,0.79,0
NM1533,1922 5TH STREET,SANTA FE,NM,87505-3467,35.658385,-105.969093,GSA,9804,9804,100,210449.5,21.47,6.84,1.84
MI2022,44200 GARFIELD RD,CLINTON TOWNSHIP,MI,48038-1145,42.622118,-82.953233,451532,23000,8617,37.47,210427.14,24.42,14.25,9.25
TX2562,2205 VETERANS BLVD,DEL RIO,TX,78840-3136,29.38969,-100.905096,758047,261150,8310,3.18,210059.28,25.28,5.59,0.59
ME4250,14 COLBY CIRCLE,WATERVILLE,ME,04901-9998,44.558255,-69.626661,GSA,7028,7028,100,210038.36,29.89,7.69,7.68
NY7077,17 CRONIN ROAD,GLENS FALLS,NY,12804-1418,43.337218,-73.645595,GSA,12447,8987,72.2,210000,23.37,0.75,0
FL3230,421 N. WICKHAM ROAD,MELBOURNE,FL,32935-8620,28.114484,-80.672584,GSA,16000,8000,50,209558.84,26.19,7.19,2.19
NJ5067,2620 YORKTOWNE BOULEVARD,BRICK TOWN,NJ,08723-7949,40.019387,-74.145614,5977951,41352,7475,18.08,209545.12,28.03,3.01,0.02
AL2254,5828 RESEARCH PARK BLVD,HUNTSVILLE,AL,35806-4721,34.80408,-86.682246,8040470,30000,30000,100,209200,6.97,1.33,0
NM1470,5700 HARPER DR NE,ALBUQUERQUE,NM,87109-3573,35.153141,-106.586434,841235,77859,9446,12.13,208945.52,22.12,7.77,0.77
PA0726,800 CRANBERRY WOODS DR,CRANBERRY TWP,PA,16066-5209,40.678194,-80.093021,70413,120001,7120,5.93,208916.22,29.34,7.02,2.26
PA0673,259 DUNN STATION ROAD,PROSPERITY,PA,15239-1627,40.010875,-80.236489,GSA,10465,10465,100,208812.8,19.95,6.36,1.36
PA0791,3800 SOUTH WATER STREET,PITTSBURGH,PA,15203-2342,40.419076,-79.955386,GSA,6200,6200,100,208798.71,33.68,9.15,9.15
WI1687,350 GRAND AVENUE,WAUSAU,WI,54403-6221,44.953793,-89.623591,5724309,21168,8710,41.15,208642.9,23.95,10.1,0.1
WI1712,4915 SOUTH HOWELL AVENUE,MILWAUKEE,WI,53207-5939,42.954691,-87.909813,1260479,55867,12420,22.23,208159.2,16.76,1.91,0
VA0635,502 HILLPOINT BLVD,SUFFOLK,VA,23434-7198,36.782633,-76.579871,GSA,8662,8662,100,207984.5,24.01,8.99,3.99
IL2197,908 N. ELM STREET,HINSDALE,IL,60521-3635,41.817794,-87.923352,204362,119022,7361,6.18,207979.94,28.25,7,2
OH2169,10100 BRECKSVILLE ROAD,BRECKSVILLE,OH,44141-3206,41.286707,-81.627138,487322,41566,8258,19.87,207969.89,25.18,7.84,2.84
TN2141,324 PROSPERITY DRIVE,KNOXVILLE,TN,37923-4710,35.923097,-84.079885,5988955,4853,4853,100,207724.32,42.8,1.56,0
SC2121,151 CORPORATE PKY,AIKEN,SC,29803-7652,33.520181,-81.71473,7632260,8558,8558,100,207702.66,24.27,8.96,3.95
LA1489,950 KEYSER AVE,NATCHITOCHES,LA,71457-6266,31.7526124,-93.063609,GSA,6316,6316,100,207668.51,32.88,14.42,9.42
AL2187,1000 GLENN HEARN BLVD SW,HUNTSVILLE,AL,35824-2107,34.648572,-86.775263,,4378,4378,100,207667.48,47.43,2.62,0
NY7409,701 GRANT AVE.,LAKE KATRINE,NY,12449-5355,41.977894,-73.994514,GSA,319871,9916,3.1,207570.38,20.93,5.83,0.83
OR6674,250 NW FRANKLIN AVE,BEND,OR,97701-2814,44.056096,-121.310462,1401064,32000,8326,26.02,207458.76,24.92,0.72,0
DC0692,3025 V ST NE,WASHINGTON,DC,20018-1520,38.91841803,-76.96551227,130176,91850,17501,19.05,207419.12,11.85,0.62,0.62
NJ4352,30 MONTGOMERY STREET,JERSEY CITY,NJ,07302-3829,40.716654,-74.03561,166340,300000,6285,2.1,207405,33,0.16,0
SC2337,1028 CHERAW ST,BENNETTSVILLE,SC,29512-9998,34.634581,-79.698305,GSA,6860,6860,100,207380.55,30.23,8.92,3.92
TX2629,600 E. PEYTON,SHERMAN,TX,75090-0209,33.658963,-96.608271,5785708,10117,10117,100,207256.18,20.49,9.23,4.23
MD0326,7401 FORBES BOULEVARD,SEABROOK,MD,20706-2200,38.991056,-76.827628,142265,31091,8974,28.86,207245.67,23.09,8.53,8.53
OH2347,3823 JAMES COURT,ZANESVILLE,OH,43701-0965,39.997245,-82.007677,GSA,10920,10920,100,207213.91,18.98,5.6,5.6
MD0795,5901 AMMENDALE ROAD,BELTSVILLE,MD,20705-1266,39.056578,-76.903593,576109,104619,9992,9.55,207148.71,20.73,1.42,1.42
MA5645,11 WOODS HOLE ROAD,FALMOUTH,MA,02540-9998,41.551379,-70.627921,GSA,18790,18790,100,207106.57,11.02,2.42,2.42
AR1093,5111 ROGERS AVENUE,FORT SMITH,AR,72903-2047,35.364761,-94.37618,1159306,740589,12503,1.69,207044.62,16.56,6.63,1.63
MI2214,1000 TOWN CENTER,SOUTHFIELD,MI,48075-1183,42.474836,-83.242934,455834,598232,7032,1.18,206958.78,29.43,5.37,0.37
SC2059,9600 TWO NOTCH RD,COLUMBIA,SC,29223-4304,34.102089,-80.911319,1333375,47581,11016,23.15,206821.43,18.77,6.52,1.52
AZ8043,1120 SOUTH DOBSON ROAD,CHANDLER,AZ,85286-6157,33.291146,-111.87634,1307237,37684,8368,22.21,206312.57,24.65,8.13,3.13
NC0098,301 GREEN STREET,FAYETTEVILLE,NC,28301-5048,35.05549,-78.877257,5865771,306093,13482,4.4,206218.88,15.3,2.5,0
NY7143,1029 EAST 163RD STREET,NEW YORK-BRONX,NY,10459-4345,40.820995,-73.891645,1485820,9500,8050,84.74,206185.7,25.61,0.6,0
MN1650,2900 HANNAH AVENUE,BEMIDJI,MN,56601-5641,47.495861,-94.906639,8037813,6932,6932,100,206173.39,29.74,9.34,0
IL1886,1550 NORTHWEST HWY,PARK RIDGE,IL,60068-1411,42.035605,-87.865657,144921,117058,7064,6.03,206077.18,29.17,8.25,4.25
TN2173,1991 CORPORATE AVENUE,MEMPHIS,TN,38132-1715,35.074972,-89.99666,810008,82446,14065,17.06,205972.17,14.64,0,0
OH2358,125 DERBY DOWNS ROAD,NEWARK,OH,43055-3303,40.095982,-82.427857,8190227,7818,7818,100,205884.83,26.33,5.65,5.65
GA2330,3149 PERIMETER PARK,VALDOSTA,GA,31602-7019,30.881725,-83.275377,GSA,9375,9375,100,205864.63,21.96,3.58,0
SD1294,909 SAINT JOSEPH ST,RAPID CITY,SD,57701-2414,44.081015,-103.233456,1365443,82012,10864,13.25,205767.84,18.94,2.45,2.32
AZ6844,2321 W ROYAL PALM ROAD,PHOENIX,AZ,85021-4915,33.556513,-112.110156,228373,24740,12013,48.56,205765.56,17.13,2.42,0
MO1961,1215 FERN RIDGE PARKWAY,CREVE COEUR,MO,63141-4401,38.682243,-90.473663,497381,61469,11760,19.13,205711.48,17.49,10.19,5.19
MS2161,14035-L AIRPORT RD.,GULFPORT,MS,39503-4601,30.41877,-89.066857,6911812,60640,5049,8.33,205610.1,40.72,6.08,1.08
VT8119,126 COLLEGE STREET,BURLINGTON,VT,05401-8456,44.477028,-73.215196,5891789,39000,6278,16.1,205573.19,32.75,5.3,1.3
TX2318,2525 S SHORE BLVD,LEAGUE CITY,TX,77573-6506,29.543736,-95.06582,233875,119249,8740,7.33,205326.85,23.49,4.5,0
WA7939,606 OAKESDALE AVE SW,RENTON,WA,98057-5227,47.473084,-122.236824,517536,31768,8931,28.11,205238.08,22.98,6.5,1.5
TX1871,3301 GOLDEN ROAD,TYLER,TX,75701-8339,32.313954,-95.275736,GSA,35945,8652,24.07,205095.36,23.7,14.67,9.67
MT5502,330 NORTH HIGGINS,MISSOULA,MT,59802-4538,46.872628,-113.993658,GSA,9000,9000,100,205020,22.78,9.42,4.42
TX1909,1445 N LOOP WEST,HOUSTON,TX,77008-1661,29.812299,-95.425758,237750,119009,12048,10.12,204969.43,17.01,9.04,4.04
LA1646,920 PIERREMONT ROAD,SHREVEPORT,LA,71106-2046,32.454719,-93.749104,GSA,93705,10495,11.2,204812.78,19.52,4.82,0
OH2403,2345 GATEWAY DRIVE,WOOSTER,OH,44691-5342,40.826387,-81.905253,1015389,9770,6769,69.28,204688.13,30.24,11.16,0
OH2248,3860 TOWNE BLVD,MIDDLETOWN,OH,45044-8986,39.50138,-84.330657,5588149,6875,6875,100,204549.03,29.75,0.08,0
KY3123,7300 TURFWAY RD,FLORENCE,KY,41042-1375,39.0114115,-84.628584,GSA,109495,9964,9.1,204361.64,20.51,9.59,4.59
UT1418,475 N. FREEDOM BLVD.,PROVO,UT,84601-2824,40.239744,-111.662167,1068520,19059,11200,58.76,204186.95,18.23,3.55,0
AL2012,182 ST. FRANCIS STREET,MOBILE,AL,36602-3529,30.692766,-88.042755,GSA,15217,10713,70.4,204040.27,19.05,2.31,0
NJ5005,44 S CLINTON AVE,TRENTON,NJ,08609-1241,40.219686,-74.755137,167890,158717,7286,4.59,204008.74,28,3.28,0.03
NM1522,4650 NORTH BUTLER,FARMINGTON,NM,87401-2372,36.770965,-108.185205,7534650,9137,9137,100,203842.91,22.31,0.08,0.08
WA7689,11103 E MONTGOMERY DR,SPOKANE,WA,99206-4779,47.680289,-117.254584,6325387,13196,13196,100,203815.45,15.45,1.91,1.91
WA7935,2208 N SWING LN,LIBERTY LAKE,WA,99019-8629,47.669102,-117.078976,1350300,10823,7084,65.45,203784.17,28.77,6.08,0.38
HI6329,73-4786 KANALANI STREET,KAILUA KONA,HI,96740-2600,19.68786,-156.020392,7588546,22891,7678,33.54,203620.56,26.52,4.75,0
MD1062,"101 CHESAPEAKE BLVD., SUITE A",ELKTON,MD,21921-6607,39.605832,-75.787307,822816,30000,5723,19.08,203380.17,35.54,5.68,0.68
MA5431,140 UNION ST,LYNN,MA,01901-1336,42.467081,-70.941362,213660,33000,10430,31.61,203323.13,19.49,1.91,0
MD0394,1520 CATON CENTER DRIVE,CATONSVILLE,MD,21227-1554,39.256313,-76.682406,139039,47400,17825,37.61,203151.41,11.4,3,0
TN2197,1145 PERIMETER PARK DRIVE,COOKEVILLE,TN,38501-0923,36.14736172,-85.4802025,GSA,14343,14343,100,202972.75,14.15,2.34,0
FL3047,2430 AIRPORT BLVD,PENSACOLA,FL,32504-8975,30.474532,-87.198021,1483917,50000,3965,7.93,202844.28,51.16,1.28,1.28
OH2037,2026 WEST MAIN STREET,SPRINGFIELD,OH,45504-3024,39.926298,-83.843722,6376358,11040,11040,100,202812.87,18.37,0.58,0
IL2159,2715 WEST MONROE ST,SPRINGFIELD,IL,62704-1323,39.787783,-89.705112,GSA,28167,16675,59.2,202755.46,12.16,0.45,0.28
TX2418,2201 COLORADO BLVD,DENTON,TX,76205-7523,33.193613,-97.106017,5988960,9513,9513,100,202436.64,21.28,4.97,0
FL2137,3350 WEST BUSCH BLVD,TAMPA,FL,33618-4300,28.068865,-82.499365,380359,78446,9075,11.57,202380.86,22.3,6.27,1.27
ID4398,1175 W BOEING ST,BOISE,ID,83705-4993,43.562785,-116.19665,GSA,22500,22500,100,202275,8.99,9.34,4.33
CA7033,"901 TOWER WAY, #210",BAKERSFIELD,CA,93309-1585,35.362808,-119.06179,1564185,25596,6150,24.03,202243.51,32.89,4,1.57
KS1601,2641 WANAMAKER ROAD,TOPEKA,KS,66614-4969,39.018008,-95.762367,6777029,32136,7000,21.78,202055.71,28.87,6.5,1.5
NY7267,155 PINELAWN RD,MELVILLE,NY,11747-3245,40.77164,-73.405369,187205,100000,5937,5.94,202006.4,34.02,2.96,1.27
PA0831,208 WEST 3RD STREET,LEWISTOWN,PA,17044-2001,40.595933,-77.579855,8031861,5905,5905,100,202005.62,34.21,7.14,7.14
WV0151,2 MONONGALIA ST.,CHARLESTON,WV,25302-2349,38.355464,-81.644994,5823363,27368,10000,36.54,201922.01,20.19,3.7,0
MO1964,8600 NE UNDERGROUND RD,KANSAS CITY,MO,64161-9742,39.157197,-94.478079,GSA,43200,43200,100,201792.53,4.67,9.04,2.03
MD0458,2200 BROENING HIGHWAY,BALTIMORE,MD,21224-6623,39.264716,-76.543053,139871,161109,9271,5.75,201733.41,21.76,1.94,1.67
