"r"	"g"	"b"	"cust_skey"	"r_perc"	"g_perc"	"b_perc"	"color_name"	"rank"
46	45	50	8315716022	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	13309927	0	0	0	"Black"	145
46	45	50	13309927	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6023970	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	6023970	0	0	0	"Black"	145
46	45	50	8151014790	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	5084521	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	7852485536	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	60474656	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	60474656	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
169	169	169	5406557	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
176	196	222	5406557	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
46	45	50	6734262424	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	13480966	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	3139887724	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	3139887724	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	184183081	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
119	136	153	184183081	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
169	169	169	184183081	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
112	128	144	184183081	0.43921568627451	0.501960784313725	0.564705882352941	"Slate Gray"	140
0	191	255	60474656	0	0.749019607843137	1	"Deep Sky Blue"	85
46	45	50	60474656	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
205	92	92	11165598	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
190	190	190	2733892950	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
169	169	169	2733892950	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
192	192	192	2733892950	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
192	192	192	8808785488	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
190	190	190	8808785488	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
169	169	169	8808785488	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
169	169	169	8808785488	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
190	190	190	8808785488	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
192	192	192	8808785488	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
105	105	105	7386819916	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	7386819916	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	7386819916	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	5697163	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	5697163	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	5697163	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	7053520920	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	7053520920	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	7053520920	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	2776351933	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
230	230	250	16606240	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	16606240	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
128	128	128	5084521	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	5084521	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
169	169	169	5084521	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
46	45	50	5084521	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	5406557	0	0	0	"Black"	145
245	222	179	5406557	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
105	105	105	5406557	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	5406557	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
169	169	169	2516531651	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
190	190	190	2516531651	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
192	192	192	2516531651	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
250	240	230	4870931	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
220	220	220	4870931	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	235	215	4870931	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
47	79	79	7762246265	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	7762246265	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
192	192	192	5697163	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
211	211	211	5697163	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
